id,popularity_weight,location,text,date
1410212425429880843,2,Florida,"RT @PascoCountyPIO: The FWC Fish and Wildlife Research Institute is reporting red tide blooms in #PascoCounty. To learn more, including how to report fish kills, visit:  . https   www facebook com FWCResearch posts 4982464305102929. https   twitter com PascoCountyPIO status 1410210533773434882 photo 1",2021-06-30 12:23:37
1410262001910169601,2,,"RT @PascoCountyPIO: The FWC Fish and Wildlife Research Institute is reporting red tide blooms in #PascoCounty. To learn more, including how to report fish kills, visit:  . https   www facebook com FWCResearch posts 4982464305102929. https   twitter com PascoCountyPIO status 1410210533773434882 photo 1",2021-06-30 15:40:37
1410652719635779587,0,"Fort Myers, Florida","RED TIDE UPDATE: Suspected #redtide-related fish kills were reported in Hillsborough, Pasco, and Pinellas Counties, and suspected red tide-related respiratory problems were reported in Pinellas and Sarasota Counties. #swfl . https   news wgcu org 2021 02 11 red tide report",2021-07-01 17:33:11
1410656726278316032,0,"Tampa, FL","High Levels Of Red Tide Detected In Hillsborough, Pasco Counties  . https   patch com florida newtampa s hnk47 high levels red tide detected hillsborough pasco counties. https   twitter com C21Tampa status 1410656726278316032 photo 1",2021-07-01 17:49:06
1410657476127588354,1,"Tampa, FL","High Levels Of Red Tide Detected In Hillsborough, Pasco Counties  . https   patch com florida southtampa high levels red tide detected hillsborough pasco counties. https   twitter com TampaBaysGuru status 1410657476127588354 photo 1",2021-07-01 17:52:05
1410659984044593152,0,"Palm Harbor, FL","The FWC said the highest concentrations were found at Sunken Island in the Hillsborough Bay, Anclote Key, Sand Key and Snake Key. . https   patch com florida palmharbor s hnk47 high levels red tide detected hillsborough pasco counties",2021-07-01 18:02:03
1410660872821907457,0,"Largo, FL","The FWC said the highest concentrations were found at Sunken Island in the Hillsborough Bay, Anclote Key, Sand Key and Snake Key. . https   patch com florida largo s hnk47 high levels red tide detected hillsborough pasco counties",2021-07-01 18:05:35
1410660872658337796,0,"Dunedin, FL","The FWC said the highest concentrations were found at Sunken Island in the Hillsborough Bay, Anclote Key, Sand Key and Snake Key. . https   patch com florida dunedin s hnk47 high levels red tide detected hillsborough pasco counties",2021-07-01 18:05:35
1410660881193594882,0,"South Tampa, FL","The FWC said the highest concentrations were found at Sunken Island in the Hillsborough Bay, Anclote Key, Sand Key and Snake Key. . https   patch com florida southtampa high levels red tide detected hillsborough pasco counties",2021-07-01 18:05:37
1410660881189515269,0,"Westchase, FL","The FWC said the highest concentrations were found at Sunken Island in the Hillsborough Bay, Anclote Key, Sand Key and Snake Key. . https   patch com florida westchase s hnk47 high levels red tide detected hillsborough pasco counties",2021-07-01 18:05:37
1410661797141569548,0,"Gulfport, FL","The FWC said the highest concentrations were found at Sunken Island in the Hillsborough Bay, Anclote Key, Sand Key and Snake Key. . https   patch com florida gulfport s hnk47 high levels red tide detected hillsborough pasco counties",2021-07-01 18:09:15
1410662694580072453,0,"Seminole Heights, FL","The FWC said the highest concentrations were found at Sunken Island in the Hillsborough Bay, Anclote Key, Sand Key and Snake Key. . https   patch com florida seminoleheights s hnk47 high levels red tide detected hillsborough pasco counties",2021-07-01 18:12:49
1410662692776513541,0,"Clearwater, FL","The FWC said the highest concentrations were found at Sunken Island in the Hillsborough Bay, Anclote Key, Sand Key and Snake Key. . https   patch com florida clearwater s hnk47 high levels red tide detected hillsborough pasco counties",2021-07-01 18:12:49
1410662692701065226,0,"Safety Harbor, FL","The FWC said the highest concentrations were found at Sunken Island in the Hillsborough Bay, Anclote Key, Sand Key and Snake Key. . https   patch com florida safetyharbor s hnk47 high levels red tide detected hillsborough pasco counties",2021-07-01 18:12:49
1410662692487106562,0,"East Lake, FL","The FWC said the highest concentrations were found at Sunken Island in the Hillsborough Bay, Anclote Key, Sand Key and Snake Key. . https   patch com florida eastlake s hnk47 high levels red tide detected hillsborough pasco counties",2021-07-01 18:12:49
1410663590059782146,0,"Lutz, FL","The FWC said the highest concentrations were found at Sunken Island in the Hillsborough Bay, Anclote Key, Sand Key and Snake Key. . https   patch com florida lutz s hnk47 high levels red tide detected hillsborough pasco counties",2021-07-01 18:16:23
1410663590026264578,0,"Carrollwood, FL","The FWC said the highest concentrations were found at Sunken Island in the Hillsborough Bay, Anclote Key, Sand Key and Snake Key. . https   patch com florida carrollwood s hnk47 high levels red tide detected hillsborough pasco counties",2021-07-01 18:16:23
1410663937323024385,0,"Pinellas Park, FL","The FWC said the highest concentrations were found at Sunken Island in the Hillsborough Bay, Anclote Key, Sand Key and Snake Key. . https   patch com florida pinellasbeaches s hnk47 high levels red tide detected hillsborough pasco counties",2021-07-01 18:17:46
1410718029902663680,2,United States,"Welcome to Florida, home of lax building code enforcement, radioactive #PineyPoint ocean water, 
#RedTide in Tampa Bay &amp; the Gulf as far north as Pasco. The Florida dream is a Florida nightmare.

Concerns raised over red tide, dead fish in Tampa Bay . https   twitter com abcactionnews status 1410508472555278338",2021-07-01 21:52:42
1410904862251008006,4,,"High Levels Of Red Tide Detected In Hillsborough, Pasco Counties -  #GoogleAlerts. https   patch com florida southtampa high levels red tide detected hillsborough pasco counties",2021-07-02 10:15:07
1410909891498287107,1,,red tide at anclote key - The Hull Truth - Boating and Fishing Forum -  #GoogleAlerts. https   www thehulltruth com florida georgia 1171633 red tide anclote key html,2021-07-02 10:35:06
1410969414376304643,1,Florida,RT @FloridaIssues: red tide at anclote key - The Hull Truth - Boating and Fishing Forum -  #GoogleAlerts. https   www thehulltruth com florida georgia 1171633 red tide anclote key html,2021-07-02 14:31:37
1410969839666073601,3,Florida,"RT @FloridaIssues: High Levels Of Red Tide Detected In Hillsborough, Pasco Counties -  #GoogleAlerts. https   patch com florida southtampa high levels red tide detected hillsborough pasco counties",2021-07-02 14:33:18
1410971416602808327,3,North Florida,"RT @FloridaIssues: High Levels Of Red Tide Detected In Hillsborough, Pasco Counties -  #GoogleAlerts. https   patch com florida southtampa high levels red tide detected hillsborough pasco counties",2021-07-02 14:39:34
1410972782280777729,3,,"RT @FloridaIssues: High Levels Of Red Tide Detected In Hillsborough, Pasco Counties -  #GoogleAlerts. https   patch com florida southtampa high levels red tide detected hillsborough pasco counties",2021-07-02 14:45:00
1411110319884275716,0,"Tampa, Florida",Red Tide continues to take its toll on Tampa Bay waters - including those along St. Petersburg’s downtown. The latest from @wusf . https   wusfnews wusf usf edu environment 2021 07 02 red tide causing fish kills in pinellas pasco and hillsborough counties,2021-07-02 23:51:32
1411314705818439686,3,,"Red Tide Causing Fish Kills In Pinellas, Pasco And Hillsborough Counties -  #GoogleAlerts. https   wusfnews wusf usf edu environment 2021 07 02 red tide causing fish kills in pinellas pasco and hillsborough counties",2021-07-03 13:23:41
1411316404490493955,0,"Clearwater, FL","The worst of the Red Tide outbreaks in the Tampa Bay area are Tampa Bay itself, which has left scores of dead fish along the St. Petersburg &amp; Tampa waterfronts, &amp; the southwest coast of Pasco County, including Anclote Key: . https   tampabaytimes fl newsmemory com",2021-07-03 13:30:26
1411340660192460804,2,Florida,"RT @FloridaIssues: Red Tide Causing Fish Kills In Pinellas, Pasco And Hillsborough Counties -  #GoogleAlerts. https   wusfnews wusf usf edu environment 2021 07 02 red tide causing fish kills in pinellas pasco and hillsborough counties",2021-07-03 15:06:49
1411341791996092425,2,"Clearwater, FL","RT @FloridaIssues: Red Tide Causing Fish Kills In Pinellas, Pasco And Hillsborough Counties -  #GoogleAlerts. https   wusfnews wusf usf edu environment 2021 07 02 red tide causing fish kills in pinellas pasco and hillsborough counties",2021-07-03 15:11:19
1411634322373758976,1,SOHAPPYurSOJEALOUSInAnAtticLol,"RT @realBLOTUS: Welcome to Florida, home of lax building code enforcement, radioactive #PineyPoint ocean water, 
#RedTide in Tampa Bay &amp; the Gulf as far north as Pasco. The Florida dream is a Florida nightmare.

Concerns raised over red tide, dead fish in Tampa Bay . https   twitter com abcactionnews status 1410508472555278338",2021-07-04 10:33:44
1411675130078666761,0,,"Red Tide Causing Fish Kills In Pinellas, Pasco And Hillsborough Counties . https   wusfnews wusf usf edu environment 2021 07 02 red tide causing fish kills in pinellas pasco and hillsborough counties",2021-07-04 13:15:53
1411676123042402311,1,,. https   www google com amp s patch com florida southtampa amp 29652631 high levels of red tide detected in hillsborough pasco counties,2021-07-04 13:19:50
1411676549166809088,1,,"Attention: Red Tide Causing Fish Kills In Pinellas, Pasco And Hillsborough Counties . https   wusfnews wusf usf edu environment 2021 07 02 red tide causing fish kills in pinellas pasco and hillsborough counties",2021-07-04 13:21:31
1411682301688299525,1,,"RT @Stunned95005444: Attention: Red Tide Causing Fish Kills In Pinellas, Pasco And Hillsborough Counties . https   wusfnews wusf usf edu environment 2021 07 02 red tide causing fish kills in pinellas pasco and hillsborough counties",2021-07-04 13:44:23
1411682364607115265,1,,RT @Stunned95005444: . https   www google com amp s patch com florida southtampa amp 29652631 high levels of red tide detected in hillsborough pasco counties,2021-07-04 13:44:38
1411684413407219713,0,,"Be aware when traveling!  Red Tide Causing Fish Kills In Pinellas, Pasco And Hillsborough Counties . https   wusfnews wusf usf edu environment 2021 07 02 red tide causing fish kills in pinellas pasco and hillsborough counties",2021-07-04 13:52:46
1411684982335184901,0,,"Florida slammed with Red Tide Causing Fish Kills In Pinellas, Pasco And Hillsborough Counties . https   wusfnews wusf usf edu environment 2021 07 02 red tide causing fish kills in pinellas pasco and hillsborough counties",2021-07-04 13:55:02
1413562899394596872,0,,@jpalmiotti It’s moving north as well. Aunt and Uncle live in New Port Richey and they are having issues with red tide at their beach.. ,2021-07-09 18:17:12
1413969287107203075,0,lately near NYC,"The organism that causes red tide has been found in 53 places along the Gulf Coast in the past week. High concentrations were found in 27 samples. Of those, 12 were found in Pinellas; eight in Hillsborough; six in Pasco and one in Sarasota County

. https   wusfnews wusf usf edu environment 2021 07 09 tampa bay is floridas epicenter of red tide",2021-07-10 21:12:02
1414212467593461764,2,"Port St John, FL",Beach hazards are in place and people should not go in the water at Pinellas County Beaches. Red tide can cause respiratory sicknesses. Pasco &amp; Hillsborough counties have also reported fish kills in the past 10 days. …/2. ,2021-07-11 13:18:21
1415634246446632970,3,"Tampa, FL","Fish kills from red tide continue to pollute the waters around downtown St. Petersburg, and smaller die-offs were reported in Pasco, Hillsborough, Manatee and Sarasota counties.
. https   wusfnews wusf usf edu environment 2021 07 14 fwc report finds lingering high concentrations of red tide in tampa bay",2021-07-15 11:28:00
1415634375467692041,1,TPA ✈️  SF,"RT @wusf: Fish kills from red tide continue to pollute the waters around downtown St. Petersburg, and smaller die-offs were reported in Pasco, Hillsborough, Manatee and Sarasota counties.
. https   wusfnews wusf usf edu environment 2021 07 14 fwc report finds lingering high concentrations of red tide in tampa bay",2021-07-15 11:28:30
1415770645154177035,1,"Tampa, FL",.@MyFWC researchers found red tide in 107 samples from Pasco County south to Sarasota County as fish kills continue around downtown St. Petersburg and throughout the waters of Tampa Bay.  . https   health wusf usf edu health news florida 2021 07 15 fwc report finds lingering high concentrations of red tide in tampa bay,2021-07-15 20:30:00
1416849272566423556,2,"St Petersburg, FL","Anecdotally, the red tide feels like it’s creeping north and the proof is in the pudding; FWC shows the red tide concentrations increasing in severity and pushing up to the Pasco County line (2/5). ",2021-07-18 19:56:05
1416883307573350407,6,"Columbus, OH","Scallop season is underway in Pasco County! Luckily, red tide isn’t causing too many problems for people out here right now. @MyFWC recommends staying away from areas with med-high concentrations. You can check all that on their daily sampling maps on  . https   www abcactionnews com. https   twitter com McKennaKingTV status 1416883307573350407 photo 1",2021-07-18 22:11:19
1416892711588831233,2,"Columbus, OH",Fresh catch from some local hunters from today! . https   twitter com McKennaKingTV status 1416892711588831233 video 1,2021-07-18 22:48:41
1417114502064222208,1,Tampa,"Scallop season is well underway in Pasco County, drawing in locals and tourists alike. . https   www abcactionnews com news region pasco scallop season gets underway in pasco county fwc recommends monitoring red tide samples",2021-07-19 13:30:00
1417119168965582850,1,"Florida, USA",@McKennaKingTV @MyFWC Are they contaminated?  Water is nasty! Red tide is killing everything.. ,2021-07-19 13:48:33
1417178676819632128,2,"Columbus, OH",@alfadeco23 @MyFWC FWC says you’re good as long as you stay away from areas with med-high concentration of the algae. So you do have to be careful about where you’re going.. ,2021-07-19 17:45:01
1417189287381045261,0,"Florida, USA",@McKennaKingTV @MyFWC Thanks for your answer. 💐. ,2021-07-19 18:27:10
1417605248768688128,10,Tampa Bay area,"While FWC says red tide blooms are detected off the coast of Pasco, including the popular spot of Anclote Key, it’s not affecting scalloping much at all. @TimWronka went there to see how it's going. . https   www baynews9 com fl tampa news 2021 07 20 despite red tide concerns  scalloping is back in pasco county",2021-07-20 22:00:03
1417606188120817687,3,"Tampa, FL","RT @BN9: While FWC says red tide blooms are detected off the coast of Pasco, including the popular spot of Anclote Key, it’s not affecting scalloping much at all. @TimWronka went there to see how it's going. . https   www baynews9 com fl tampa news 2021 07 20 despite red tide concerns  scalloping is back in pasco county",2021-07-20 22:03:47
1417607204627226626,3,"Tampa, FL","RT @BN9: While FWC says red tide blooms are detected off the coast of Pasco, including the popular spot of Anclote Key, it’s not affecting scalloping much at all. @TimWronka went there to see how it's going. . https   www baynews9 com fl tampa news 2021 07 20 despite red tide concerns  scalloping is back in pasco county",2021-07-20 22:07:50
1417620986812420104,0,,"Despite red tide concerns, scalloping is back in Pasco County -  #GoogleAlerts. https   www baynews9 com fl tampa news 2021 07 20 despite red tide concerns  scalloping is back in pasco county",2021-07-20 23:02:36
1417642319357095941,3,"Tampa, FL","RT @BN9: While FWC says red tide blooms are detected off the coast of Pasco, including the popular spot of Anclote Key, it’s not affecting scalloping much at all. @TimWronka went there to see how it's going. . https   www baynews9 com fl tampa news 2021 07 20 despite red tide concerns  scalloping is back in pasco county",2021-07-21 00:27:22
1417990203453714437,0,USA,"High levels of #redtide are still being reported from Pasco to Sarasota counties. Fishkill cleanups are approaching 1,000 tons.
. https   www wmnf org florida fisherman tv host accuses florida gov and fish and wildlife chief of downplaying red tide for profit",2021-07-21 23:29:44
1418222817355653120,3,,"More great coverage of our scalloping season from @TimWronka and @BN9. Check out that awesome scalloping B-roll we shot last weekend! #FLSportsCoast #SportsCoastScalloping

. https   www baynews9 com fl tampa news 2021 07 20 despite red tide concerns  scalloping is back in pasco countyhttps   www baynews9 com fl tampa news 2021 07 20 despite red tide concerns  scalloping is back in pasco county",2021-07-22 14:54:03
1418223310291161091,2,,"RT @FLSportsCoast: More great coverage of our scalloping season from @TimWronka and @BN9. Check out that awesome scalloping B-roll we shot last weekend! #FLSportsCoast #SportsCoastScalloping

. https   www baynews9 com fl tampa news 2021 07 20 despite red tide concerns  scalloping is back in pasco countyhttps   www baynews9 com fl tampa news 2021 07 20 despite red tide concerns  scalloping is back in pasco county",2021-07-22 14:56:01
1418223803096653825,2,"Tampa, FL","RT @FLSportsCoast: More great coverage of our scalloping season from @TimWronka and @BN9. Check out that awesome scalloping B-roll we shot last weekend! #FLSportsCoast #SportsCoastScalloping

. https   www baynews9 com fl tampa news 2021 07 20 despite red tide concerns  scalloping is back in pasco countyhttps   www baynews9 com fl tampa news 2021 07 20 despite red tide concerns  scalloping is back in pasco county",2021-07-22 14:57:58
1418732881657073667,0,"Clearwater, FL","High levels were found at Anclote Key, John's Pass Park Beach, Pass-A-Grille Beach, Madeira Beach, Treasure Island and Indian Rocks Beach. . https   patch com florida clearwater weather service issues red tide hazard statement beach goers",2021-07-24 00:40:52
1418736523881689089,0,"Largo, FL","High levels were found at Anclote Key, John's Pass Park Beach, Pass-A-Grille Beach, Madeira Beach, Treasure Island and Indian Rocks Beach. . https   patch com florida largo s houex weather service issues red tide hazard statement beach goers",2021-07-24 00:55:20
1418736523684499465,0,"Safety Harbor, FL","High levels were found at Anclote Key, John's Pass Park Beach, Pass-A-Grille Beach, Madeira Beach, Treasure Island and Indian Rocks Beach. . https   patch com florida safetyharbor s houex weather service issues red tide hazard statement beach goers",2021-07-24 00:55:20
1418736523206434817,0,"Dunedin, FL","High levels were found at Anclote Key, John's Pass Park Beach, Pass-A-Grille Beach, Madeira Beach, Treasure Island and Indian Rocks Beach. . https   patch com florida dunedin s houex weather service issues red tide hazard statement beach goers",2021-07-24 00:55:20
1418736521826418689,0,"East Lake, FL","High levels were found at Anclote Key, John's Pass Park Beach, Pass-A-Grille Beach, Madeira Beach, Treasure Island and Indian Rocks Beach. . https   patch com florida eastlake s houex weather service issues red tide hazard statement beach goers",2021-07-24 00:55:20
1418736521583153155,1,"Gulfport, FL","High levels were found at Anclote Key, John's Pass Park Beach, Pass-A-Grille Beach, Madeira Beach, Treasure Island and Indian Rocks Beach. . https   patch com florida gulfport s houex weather service issues red tide hazard statement beach goers",2021-07-24 00:55:20
1418736530324131840,0,"Tarpon Springs, FL","High levels were found at Anclote Key, John's Pass Park Beach, Pass-A-Grille Beach, Madeira Beach, Treasure Island and Indian Rocks Beach. . https   patch com florida tarponsprings s houex weather service issues red tide hazard statement beach goers",2021-07-24 00:55:22
1418737221692272642,1,"Gulfport, FL","RT @GulfportPatch: High levels were found at Anclote Key, John's Pass Park Beach, Pass-A-Grille Beach, Madeira Beach, Treasure Island and Indian Rocks Beach. . https   patch com florida gulfport s houex weather service issues red tide hazard statement beach goers",2021-07-24 00:58:07
1418737831724425216,1,"Palm Harbor, FL","High levels were found at Anclote Key, John's Pass Park Beach, Pass-A-Grille Beach, Madeira Beach, Treasure Island and Indian Rocks Beach. . https   patch com florida palmharbor s houex weather service issues red tide hazard statement beach goers",2021-07-24 01:00:32
1418738886105210885,1,"Palm Harbor, Florida","RT @PalmHarborPatch: High levels were found at Anclote Key, John's Pass Park Beach, Pass-A-Grille Beach, Madeira Beach, Treasure Island and Indian Rocks Beach. . https   patch com florida palmharbor s houex weather service issues red tide hazard statement beach goers",2021-07-24 01:04:43
1418740287506112514,0,"Pinellas Park, FL","High levels were found at Anclote Key, John's Pass Park Beach, Pass-A-Grille Beach, Madeira Beach, Treasure Island and Indian Rocks Beach. . https   patch com florida pinellasbeaches s houex weather service issues red tide hazard statement beach goers",2021-07-24 01:10:18
1420700734459420673,1,"Punta Gorda, Florida","Red Tide Decreasing In Tampa Bay; Increasing Along Gulf Beaches. Fish kills have been reported the past week along beaches in Pasco, Pinellas, Hillsborough, Manatee and Sarasota counties. | WUSF  @wusf . https   wusfnews wusf usf edu environment 2021 07 28 red tide decreasing in tampa bay increasing along gulf beaches. https   twitter com tstanfield status 1420700734459420673 photo 1",2021-07-29 11:00:25
1421581399673425920,0,"Fort Myers, Florida","RED TIDE UPDATE: Suspected red tide-related respiratory irritation was reported in Lee, Manatee, Pasco, Pinellas, and Sarasota Counties. If you are sensitive to red tide, you may want to wear a mask to reduce the risk of respiratory irritation.

. https   news wgcu org 2021 02 11 red tide report",2021-07-31 21:19:52
1422520879859240960,6,,"On Florida’s Gulf Coast, fish kills suspected to be related to red tide were reported in Hernando, Pasco, Pinellas, Hillsborough, Manatee, Sarasota, Charlotte, Lee, and Collier counties over the past week. For more details, please visit:  . https   www tampabay com news environment 2021 07 24 red tide suspected as manatees deaths pile up in tampa bay",2021-08-03 11:33:01
1422521018766270484,2,Swamps south of Cowford FL.,"RT @EdTruman3: On Florida’s Gulf Coast, fish kills suspected to be related to red tide were reported in Hernando, Pasco, Pinellas, Hillsborough, Manatee, Sarasota, Charlotte, Lee, and Collier counties over the past week. For more details, please visit:  . https   www tampabay com news environment 2021 07 24 red tide suspected as manatees deaths pile up in tampa bay",2021-08-03 11:33:34
1422544880866312202,2,"Central Florida, USA","RT @EdTruman3: On Florida’s Gulf Coast, fish kills suspected to be related to red tide were reported in Hernando, Pasco, Pinellas, Hillsborough, Manatee, Sarasota, Charlotte, Lee, and Collier counties over the past week. For more details, please visit:  . https   www tampabay com news environment 2021 07 24 red tide suspected as manatees deaths pile up in tampa bay",2021-08-03 13:08:23
1423058994294398976,8,"Tampa, FL","Toxic #redtide blooms are persisting off of #Florida's #GulfCoast along #Pasco, #Pinellas, #Manatee, #Sarasota, #Charlotte and #Lee counties. Although, they are no longer moving north and may be actually receding from the northwest. @wusf . https   wusfnews wusf usf edu environment 2021 08 04 while red tide blooms persist they dont seem to be spreading north",2021-08-04 23:11:18
1423059256803303426,5,"Chapel Hill, NC","RT @JMMeszaros: Toxic #redtide blooms are persisting off of #Florida's #GulfCoast along #Pasco, #Pinellas, #Manatee, #Sarasota, #Charlotte and #Lee counties. Although, they are no longer moving north and may be actually receding from the northwest. @wusf . https   wusfnews wusf usf edu environment 2021 08 04 while red tide blooms persist they dont seem to be spreading north",2021-08-04 23:12:20
1423063642270965762,5,"Palm Harbor, FL","RT @JMMeszaros: Toxic #redtide blooms are persisting off of #Florida's #GulfCoast along #Pasco, #Pinellas, #Manatee, #Sarasota, #Charlotte and #Lee counties. Although, they are no longer moving north and may be actually receding from the northwest. @wusf . https   wusfnews wusf usf edu environment 2021 08 04 while red tide blooms persist they dont seem to be spreading north",2021-08-04 23:29:46
1423080409768857604,5,"New York, USA","RT @JMMeszaros: Toxic #redtide blooms are persisting off of #Florida's #GulfCoast along #Pasco, #Pinellas, #Manatee, #Sarasota, #Charlotte and #Lee counties. Although, they are no longer moving north and may be actually receding from the northwest. @wusf . https   wusfnews wusf usf edu environment 2021 08 04 while red tide blooms persist they dont seem to be spreading north",2021-08-05 00:36:23
1423119086444232704,5,Florida,"RT @JMMeszaros: Toxic #redtide blooms are persisting off of #Florida's #GulfCoast along #Pasco, #Pinellas, #Manatee, #Sarasota, #Charlotte and #Lee counties. Although, they are no longer moving north and may be actually receding from the northwest. @wusf . https   wusfnews wusf usf edu environment 2021 08 04 while red tide blooms persist they dont seem to be spreading north",2021-08-05 03:10:05
1423513030504030209,5,Chillin out at the beach ,"RT @JMMeszaros: Toxic #redtide blooms are persisting off of #Florida's #GulfCoast along #Pasco, #Pinellas, #Manatee, #Sarasota, #Charlotte and #Lee counties. Although, they are no longer moving north and may be actually receding from the northwest. @wusf . https   wusfnews wusf usf edu environment 2021 08 04 while red tide blooms persist they dont seem to be spreading north",2021-08-06 05:15:28
1426283851890888706,0,"Fort Myers, Florida","RED TIDE UPDATE: Suspected red tide-related fish kills were reported in Charlotte, Hernando, Manatee, Pasco, Pinellas, and Sarasota Counties, and suspected #redtide-related respiratory irritation was reported in Charlotte, Manatee, Pinellas and Sarasota. . https   news wgcu org 2021 02 11 red tide report",2021-08-13 20:45:44
1428106427487465481,5,"Tampa, Florida","The red tide organism, Karenia brevis, was observed along Pasco, Pinellas, Manatee and Sarasota counties.
. https   www wtsp com article news red tide red tide remains present in the tampa bay area 67 d76ffdfc c2d2 4593 a9e4 211be6d1bbc6",2021-08-18 21:27:59
1428113279482834954,0,"North Carolina, USA",@10TampaBay damn Fred didn’t get close enough to clear it out either?. ,2021-08-18 21:55:13
1428345356987682821,1,"Fort Myers, Florida",".@MyFWC  reports a ""patchy bloom"" of #redtide in Hernando, Pasco, Pinellas, Hillsborough, as well as in Sarasota and Manatee counties. 2/ #swfl 
. https   news wgcu org 2021 02 11 red tide report",2021-08-19 13:17:25
1428345792595693572,1,"Bay Minette, AL","RT @wgcu: .@MyFWC  reports a ""patchy bloom"" of #redtide in Hernando, Pasco, Pinellas, Hillsborough, as well as in Sarasota and Manatee counties. 2/ #swfl 
. https   news wgcu org 2021 02 11 red tide report",2021-08-19 13:19:08
1428822773120471042,0,"Tampa, FL","A weekly report from @MyFWC showed high concentrations of #redtide offshore in Pasco County and along the coast of Madeira Beach in Pinellas and near several beaches in Sarasota, including Venice Beach and Manasota Beach.
. https   wusfnews wusf usf edu environment 2021 08 20 high concentrations of red tide lingering along some beaches in tampa bay area",2021-08-20 20:54:30
1430626763680321541,0,"Fort Myers, Florida","Florida Fish and Wildlife also reports a ""patchy bloom"" of #redtide in Hernando, Pasco, Pinellas, Hillsborough, as well as in Sarasota and Manatee counties. Increased fish kills suspected to be related to red tide were also reported.  #swfl . https   news wgcu org 2021 02 11 red tide report",2021-08-25 20:22:54
1438625188229390340,0,,"@TB_Times Pasco can’t even keep up on utilities for their current residents and just dumped 18 MILLION gallons of wastewater into our Gulf even tho we’ve suffocated from Red Tide since MAY…STOP expanding past your competence &amp; resources, Pasco! You’re killing everything we love about FL!. ",2021-09-16 22:05:47
1439197616567308291,4,"Tampa, FL","Medium to high concentrations of red tide are still being found off the coasts of Pinellas and Pasco counties.

. https   wusfnews wusf usf edu environment 2021 09 17 ride tide still being reported off gulf beaches",2021-09-18 12:00:25
1439197642823593984,0,"Palm Harbor, FL","Medium to high concentrations of red tide are still being found off the coasts of Pinellas and Pasco counties.

. https   wusfnews wusf usf edu environment 2021 09 17 ride tide still being reported off gulf beaches",2021-09-18 12:00:31
1439198559992225792,2,"Florida, USA","RT @wusf: Medium to high concentrations of red tide are still being found off the coasts of Pinellas and Pasco counties.

. https   wusfnews wusf usf edu environment 2021 09 17 ride tide still being reported off gulf beaches",2021-09-18 12:04:10
1439213755263557637,2,,"RT @wusf: Medium to high concentrations of red tide are still being found off the coasts of Pinellas and Pasco counties.

. https   wusfnews wusf usf edu environment 2021 09 17 ride tide still being reported off gulf beaches",2021-09-18 13:04:33
1446577656473038848,5,"St Petersburg, FL","How about #RedTide? 

From @MyFWC, blooms were found in 47 samples this past week: 

16 in + offshore of Pinellas
11 in Sarasota County
5 in + offshore of Pasco
5 in Manatee County
5 in + offshore Franklin County
2 offshore of Dixie
2 off Levy
1 in Charlotte

(none on east coast). ",2021-10-08 20:46:04
1446581596874752005,1,Florida,"RT @MaxChesnes: How about #RedTide? 

From @MyFWC, blooms were found in 47 samples this past week: 

16 in + offshore of Pinellas
11 in Sarasota County
5 in + offshore of Pasco
5 in Manatee County
5 in + offshore Franklin County
2 offshore of Dixie
2 off Levy
1 in Charlotte

(none on east coast). ",2021-10-08 21:01:43
1545144534790807553,3,"Florida, USA","A “sudden” leak in Piney Point causes massive red tide in 2021. “Suddenly” thousands of giant African land snails end up in Pasco County in 2022 after being completely eradicated last year. Yep, completely normal stuff. . https   twitter com florida_grand status 1545144534790807553 photo 1",2022-07-07 20:35:39
1545166551577411584,1,Your mind,"RT @florida_grand: A “sudden” leak in Piney Point causes massive red tide in 2021. “Suddenly” thousands of giant African land snails end up in Pasco County in 2022 after being completely eradicated last year. Yep, completely normal stuff. . https   twitter com florida_grand status 1545144534790807553 photo 1",2022-07-07 22:03:08
1608074210731073536,5,,@SeeYaDudeBrand Debating risk in NEW PORT RICHEY fl red tide seems risky. ,2022-12-28 12:15:43
